tconst,primaryTitle,Actual,Predicted
tt1716747,Hellraiser: Revelations,2.7,4.9173999999999936
tt5949038,Redwood,4.4,4.071799999999999
tt5255524,Traded,4.8,4.412799999999995
tt3496790,Lez Bomb,5.2,5.367400000000002
tt3827684,The Hollow,4.7,5.579000000000005
tt10083340,Gangubai Kathiawadi,7.8,7.474800000000008
tt1137437,Between Love & Goodbye,5.6,6.195599999999977
tt10260042,Antigone,7.0,6.920799999999997
tt3922816,The Daughter,6.6,6.478999999999998
tt0816258,Pokiri,8.0,6.073600000000013
tt20420628,Freud's Last Session,6.1,6.174599999999989
tt0269341,Two Can Play That Game,6.1,5.9525999999999994
tt10899402,Hideout,4.3,4.499199999999999
tt4044464,Adulterers,5.1,5.111399999999999
tt0252503,Heist,6.5,6.591799999999987
tt15477504,Nanpakal Nerathu Mayakkam,7.5,5.805799999999994
tt26316907,Iraivan,4.7,5.738999999999994
tt1432078,My Girlfriend Is an Agent,6.3,6.241800000000007
tt5435084,Barakah Meets Barakah,6.3,6.15440000000002
tt0121164,Corpse Bride,7.4,6.707399999999995
tt2388705,Molly Maxwell,6.2,6.139799999999984
tt4253360,The Himalayas,6.4,6.506399999999998
tt0758053,Saawariya,5.2,6.996599999999998
tt1445208,The Letters,6.2,6.1735999999999915
tt3643544,Glass Jaw,5.2,5.862599999999985
tt0255819,Baby Boy,6.4,6.6165999999999965
tt0457875,Ek Ajnabee,5.3,5.961600000000004
tt6469960,An Imperfect Murder,2.9,3.826600000000003
tt4106376,American Renegades,5.5,5.964599999999999
tt0876563,Ponyo,7.6,6.916400000000013
tt10928086,Knocking,5.7,5.133399999999996
tt1143110,High Life,6.0,5.311799999999998
tt0216911,Most Promising Young Actress,6.1,6.5536000000000065
tt7262882,Master Z: The Ip Man Legacy,6.5,6.430200000000006
tt3758852,Blood Money,4.5,5.2312000000000065
tt0996605,Love Songs,7.0,6.593200000000011
tt12680508,Minor Premise,5.1,5.283400000000001
tt0489244,Night of the Living Dead 3D,3.1,3.4275999999999978
tt2182019,Ritual,5.4,6.2112000000000025
tt10954600,Ant-Man and the Wasp: Quantumania,6.1,6.913199999999996
tt6144762,Coexister,5.8,5.912199999999997
tt0338828,But who killed Pamela Rose?,6.0,5.801200000000011
tt10514222,Ma Rainey's Black Bottom,6.9,7.097799999999997
tt1954811,See Girl Run,5.1,5.256799999999998
tt14849038,Vendetta,3.7,3.589599999999988
tt0325948,The Pact of Silence,5.7,5.333000000000007
tt0485909,Gamers,5.3,4.969199999999995
tt2345613,Leprechaun: Origins,3.2,4.589399999999993
tt6710826,The Jurassic Games,3.9,3.9969999999999977
tt6493286,1987: When the Day Comes,7.8,6.945999999999994
tt0449467,Babel,7.5,7.7674000000000065
tt7158686,You Shall Not Sleep,5.0,4.9826000000000015
tt2737926,Always Watching: A Marble Hornets Story,4.7,4.8837999999999955
tt0892422,Extended Play,6.2,5.708399999999999
tt9373688,Settlers,4.8,5.075600000000003
tt0288477,Ghost Ship,5.6,5.580599999999994
tt14775748,Rehana,7.2,7.101799999999976
tt1532958,Battle of the Year,5.0,6.513600000000013
tt11698800,Enys Men,5.6,6.052999999999992
tt11398346,Strawberry Mansion,6.5,6.066400000000008
tt8400758,Killers Anonymous,4.0,4.687800000000006
tt8388508,Dear Comrade,7.3,6.896199999999997
tt14042066,Dobaaraa,4.8,6.043799999999987
tt1937449,At Any Price,5.7,5.925999999999989
tt1605777,The Woman in the Fifth,5.3,6.191999999999993
tt2268458,These Final Hours,6.6,6.07640000000001
tt12971924,The Call,4.2,4.228800000000012
tt12982370,Rise of the Footsoldier: Origins,5.8,5.053800000000001
tt1323973,The Trials of Cate McCall,6.2,5.107399999999995
tt0381111,Crusade in Jeans,6.1,6.355999999999993
tt2063013,The Assassins,5.5,6.73540000000001
tt4433646,Terra Formars,4.7,4.153000000000002
tt9808510,Vellam,7.6,7.766199999999967
tt2397535,Predestination,7.4,6.226400000000001
tt1863192,Corn Island,7.5,7.53559999999997
tt29119032,Rudramkota,6.8,6.711600000000025
tt1909796,K-On! The Movie,7.7,6.821399999999988
tt0473174,Coffee Date,6.3,6.107200000000024
tt2746176,Tattoo,7.2,7.016799999999993
tt5768474,The Truth Beneath,6.8,6.231000000000004
tt0903627,Julia,7.0,6.428199999999989
tt1809231,Jackpot,6.6,5.473200000000005
tt4080672,Daddy or Mommy,6.0,6.220000000000006
tt17517876,Locked-in Society,6.1,5.642800000000003
tt9902160,Herself,7.0,6.706399999999996
tt8188872,Varathan,7.5,6.600599999999999
tt13698928,Silence: Can You Hear It,6.5,6.405199999999996
tt1893256,Redemption,6.2,5.410600000000006
tt3296204,A Boss in the Living Room,5.6,6.004000000000026
tt0472259,Alone with Her,6.0,5.814799999999997
tt6288124,"Don't Worry, He Won't Get Far on Foot",6.8,7.027800000000009
tt1842356,Entity,4.5,4.3114000000000114
tt4481414,Gifted,7.6,7.386599999999988
tt1706593,Chronicle,7.0,6.237999999999985
tt10503988,Exploited,4.3,4.1629999999999985
tt2396436,Lemon Tree Passage,3.9,2.832200000000008
tt1537401,Leap Year,5.8,6.133800000000004
tt0240510,The Four Feathers,6.5,6.420600000000005
tt7188978,Lifechanger,5.4,4.371400000000008
tt0284674,Pauly Shore Is Dead,4.4,5.079400000000004
tt0361818,Kushi,7.9,7.149800000000015
tt0283883,And Now Ladies & Gentlemen,6.1,6.404999999999996
tt2927212,Dear Eleanor,5.9,5.661800000000011
tt1333125,Movie 43,4.3,5.783400000000006
tt0398017,Derailed,6.6,6.080600000000003
tt0322298,The Bottom of the Sea,6.7,6.400200000000004
tt0396563,Dil Ne Jise Apna Kaha,4.4,5.462199999999993
tt0301634,Frozen Stiff,8.3,8.233600000000044
tt0926762,Loft,7.3,6.636800000000006
tt0367913,Ju-On: The Grudge 2,6.3,5.592600000000007
tt0384286,Cry Wolf,5.8,5.782200000000021
tt14542254,November,6.7,6.299799999999989
tt3734466,How Old Are You?,7.1,7.319200000000014
tt9231040,First Cow,7.1,6.435199999999994
tt2402101,Dark Places,6.2,6.3388000000000035
tt6441120,Taksim Hold'em,6.7,6.637999999999965
tt0253200,Last Orders,6.9,6.409599999999992
tt8297300,Fractured,5.6,5.119799999999984
tt1301698,1920,6.4,5.859999999999988
tt1164999,Biutiful,7.4,7.555800000000003
tt2101383,Knight of Cups,5.6,6.796600000000001
tt4523530,Valley of the Gods,4.6,5.354600000000005
tt2181931,English Vinglish,7.8,7.428199999999987
tt1777606,Rosaline,6.5,6.515199999999997
tt0234288,Divided We Fall,7.6,7.0898
tt0261552,The Foul King,6.9,6.461400000000001
tt3056436,Maan Karate,5.1,6.893199999999991
tt0955308,Robin Hood,6.6,6.850600000000013
tt0290879,The Legend of Suriyothai,6.4,6.350200000000018
tt0978670,The Neighbor,5.4,5.392000000000005
tt2495118,Ip Man: The Final Fight,6.1,6.492400000000005
tt25406052,Kingdom 3,6.7,6.459399999999994
tt3454574,Extraordinary Tales,6.4,5.586400000000004
tt0200472,Beautiful Joe,5.6,5.54259999999999
tt6838702,Rolling to You,6.5,5.5496000000000025
tt1659337,The Perks of Being a Wallflower,7.9,7.722
tt0235606,Love Bites,4.8,5.171599999999993
tt3859310,How to Talk to Girls at Parties,5.7,6.36
tt13846546,Lingui,6.8,6.607799999999973
tt0381717,Yes,6.4,6.126399999999982
tt1754736,Chloe and Theo,5.7,5.679199999999984
tt1496025,Underworld: Awakening,6.3,5.706
tt5502766,Phillauri,6.1,5.856799999999996
tt15302594,Pathaam Valavu,6.2,6.610800000000003
tt1772341,Wreck-It Ralph,7.7,7.59259999999999
tt1142798,The Family That Preys,5.9,5.868
tt6113488,The Case for Christ,6.3,6.573999999999988
tt0284491,No News from God,6.4,6.132799999999991
tt13598976,The Soul,6.6,5.9382
tt0790618,Remember the Daze,5.6,5.7353999999999825
tt4411504,The Clan,6.9,6.828400000000012
tt1483831,Lebanon,6.9,6.831999999999998
tt3142958,Water and Fire,6.1,6.0728000000000035
tt8378126,Queen of Hearts,7.0,6.6867999999999945
tt7752126,Brightburn,6.1,5.701399999999997
tt4746506,Sweet Dreams,6.5,6.4675999999999965
tt2420886,Paris or Perish,5.7,5.983999999999971
tt0184894,Shanghai Noon,6.6,6.290799999999997
tt6822518,Yasamak Güzel Sey,7.4,6.750000000000018
tt6428150,High Strung Free Dance,6.8,5.816400000000007
tt1134674,ZMD: Zombies of Mass Destruction,5.0,4.905200000000019
tt2040605,You're My Pet,5.6,6.242400000000006
tt16452664,Father There Is Only One 3,5.3,5.594599999999996
tt2061712,Interview with a Hitman,5.8,5.3599999999999985
tt3093286,The American Side,4.9,5.122600000000002
tt14719838,Kondaveedu,7.6,7.555799999999962
tt15438542,Code Name Banshee,3.7,4.171199999999998
tt1866205,Escort in Love,6.1,5.981799999999988
tt6676028,In a Relationship,5.5,6.120799999999997
tt2872732,Lucy,6.4,6.775199999999985
tt1692504,We Are the Night,6.2,5.074200000000003
tt7748432,Çocuklar Sana Emanet,4.8,6.277199999999998
tt13580840,Simon,7.8,7.516199999999979
tt2140671,Wither,5.1,4.629999999999992
tt7214470,Haunted Hospital,4.2,3.8531999999999957
tt5502946,Barbie: Star Light Adventure,5.8,5.34400000000001
tt7283064,Sye Raa Narasimha Reddy,7.2,6.999600000000009
tt0420509,The Aura,7.1,6.917199999999986
tt1343097,The Girl Who Kicked the Hornet's Nest,7.3,7.416399999999987
tt1007028,Zack and Miri Make a Porno,6.5,7.164600000000016
tt0964517,The Fighter,7.8,7.679000000000012
tt27235852,Raid,3.0,3.844999999999997
tt14914988,Satyaprem Ki Katha,6.7,6.697599999999993
tt1127877,Cold Souls,6.4,5.915999999999999
tt6643972,Triple Threat,5.6,5.417799999999992
tt0307351,Prey for Rock & Roll,6.1,6.078399999999966
tt3034258,Meu Passado Me Condena: O Filme,5.8,5.6098
tt0326208,Stander,7.0,6.9148000000000005
tt3921314,Muhammad: The Messenger of God,7.3,7.228400000000002
tt10399608,Piggy,6.2,6.096999999999982
tt0427323,Wacky Class in Army,3.3,3.217200000000001
tt9742334,Brochevarevarura,8.0,7.7798000000000105
tt2112210,An Awkward Sexual Adventure,6.1,5.65079999999999
tt1152827,Super Hybrid,4.1,4.242399999999997
tt1336608,Rock of Ages,5.9,6.489800000000002
tt1545304,Desperados,5.2,5.553599999999999
tt1392197,Marmaduke,4.3,5.442199999999993
tt13450470,Hinterland,6.2,5.71439999999999
tt26084002,Self Reliance,6.1,7.200200000000001
tt12537774,"Sex, Drugs & Bicycles",6.9,6.595800000000025
tt4008566,The Influence,4.6,4.391200000000002
tt1605630,American Reunion,6.7,6.196199999999999
tt0276977,Gang Tapes,6.1,5.8530000000000095
tt4943218,The Worthy,5.1,5.048800000000003
tt4241904,The Way We Weren't,5.3,4.9605999999999995
tt1650048,Laurence Anyways,7.6,7.357199999999999
tt8215480,Greatland,4.6,4.432999999999991
tt1127884,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,2.6,4.644999999999989
tt1670635,Eeram,7.6,7.175399999999989
tt0807943,Dhee,7.2,6.313999999999995
tt4466648,Death in Sarajevo,6.3,5.996999999999988
tt4023852,Welcome 2 Karachi,4.3,4.549599999999995
tt1737237,Lost on Journey,6.8,6.114800000000005
tt0211946,Berlin Calling,7.2,6.8911999999999916
tt9875128,Halahal,7.0,6.740399999999998
tt0233600,Tokyo Raiders,5.8,6.680799999999998
tt10714856,Feel the Beat,6.3,6.631599999999985
tt9347750,Final Kill,4.1,4.171599999999993
tt2538222,You're Killing Me Susana,6.4,6.296800000000005
tt6132250,Love Over Distance,6.4,5.441000000000006
tt21800162,There's Still Tomorrow,7.7,6.720800000000002
tt21230074,Safe Place,7.2,7.14019999999998
tt1382339,Santhosh Subramaniyam,7.5,7.083399999999994
tt9239552,Konosuba!: God's Blessing on This Wonderful World! - Legend of Crimson,7.8,7.135000000000009
tt0456912,A Bittersweet Life,7.5,7.3167999999999935
tt0363589,Elephant,7.1,6.648799999999995
tt1433207,The Details,6.1,6.549399999999977
tt0366180,Stalin,6.0,6.878200000000004
tt1045658,Silver Linings Playbook,7.7,7.600800000000001
tt6654210,Infinite,5.5,5.5436
tt3168230,Mr. Holmes,6.8,6.881600000000006
tt6750884,Poramon 2,6.6,5.605599999999998
tt0986233,Hunger,7.5,7.2866
tt1263778,The Beautiful Person,6.6,6.038000000000015
tt1513835,Nightbeasts,5.3,5.200199999999975
tt1606384,My Way,7.6,7.383400000000004
tt0219699,The Gift,6.7,5.986800000000001
tt10370932,Magamuni,7.6,7.028599999999993
tt2524568,Rock the Casbah,6.5,6.403200000000013
tt0970946,A Bee in August,5.2,6.173799999999978
tt9178402,The Pale Door,4.3,4.930600000000003
tt6348410,Hala,6.3,6.344800000000018
tt5157456,Viking,4.6,5.965399999999995
tt1381512,RoboGeisha,5.2,4.862600000000007
tt2024469,Non-Stop,6.9,6.453600000000001
tt0464196,Severance,6.4,5.937999999999996
tt2425486,Gloria,6.9,6.779400000000001
tt7363104,Khuda Haafiz,7.1,7.359400000000006
tt22900124,Orgasm Inc: The Story of OneTaste,5.8,6.435799999999994
tt1935089,Blind,5.8,5.207599999999993
tt5074352,Dangal,8.3,7.884199999999975
tt25502544,Theerkadarishi,5.6,5.451999999999985
tt7589670,Chalo,6.3,6.117399999999997
tt4062536,Green Room,7.0,6.275399999999995
tt5870084,Beyond Brotherhood,7.0,5.2418000000000085
tt5542802,Raabta,4.7,6.319800000000001
tt27906298,Eldorado: Everything the Nazis Hate,7.5,6.8357999999999945
tt0395585,House of 9,5.3,5.133200000000004
tt1512685,Julia's Eyes,6.7,6.237999999999997
tt0245891,Extremedays,5.7,5.694199999999991
tt0296166,Real Women Have Curves,6.9,6.699000000000011
tt11426232,Totally Killer,6.5,5.77540000000001
tt1440292,Submarine,7.3,6.773400000000005
tt1301308,Mixed Kebab,6.3,6.243400000000019
tt6386748,Birds of Passage,7.5,6.855800000000001
tt9828918,#Iamhere,6.0,5.727999999999995
tt0995854,A Journal for Jordan,6.0,6.524999999999989
tt1748260,Tiger Eyes,6.3,6.348800000000009
tt0420294,The Texas Chainsaw Massacre: The Beginning,5.8,5.399400000000009
tt0212867,Soulkeeper,4.8,4.919599999999991
tt3975918,13: The Musical,5.2,5.505200000000001
tt3504048,Housebound,6.7,6.155400000000009
tt2466684,Heavenly Shift,7.4,6.905999999999997
tt1430077,Dark Feed,3.3,2.949399999999995
tt1219342,Legend of the Guardians: The Owls of Ga'Hoole,6.9,6.090599999999989
tt15132028,Private Desert,7.0,6.878199999999994
tt9266608,It's All About Love,5.9,6.055800000000006
tt5902484,Kaatru Veliyidai,5.8,7.561000000000014
tt1278180,Kenny Begins,5.7,5.268199999999997
tt2334649,Fruitvale Station,7.5,7.126199999999998
tt0328099,Malibu's Most Wanted,5.2,5.103399999999995
tt1183732,Tokyo Gore Police,5.9,5.5509999999999975
tt1887935,Redemption Street,6.5,6.5159999999999965
tt5775220,Noor,4.1,5.6829999999999945
tt4181052,Special Correspondents,5.9,6.0772
tt1524137,Contraband,6.4,6.753000000000006
tt4555426,Darkest Hour,7.4,7.622999999999992
tt0438427,Side Effects,4.9,4.90780000000002
tt15198608,Prey,4.3,4.761199999999997
tt0406375,Zathura: A Space Adventure,6.3,6.093200000000014
tt1196334,After Last Season,1.6,1.936799999999998
tt15097216,Jai Bhim,8.7,8.389200000000004
tt2194499,About Time,7.8,7.445999999999987
tt21276878,You Are So Not Invited to My Bat Mitzvah,6.0,5.650200000000009
tt0883995,13: Game of Death,6.6,6.531200000000011
tt8426594,The Wind,5.6,5.2429999999999986
tt4065842,What a Wonderful Family!,6.8,6.768600000000007
tt6903440,Manikarnika: The Queen of Jhansi,6.4,6.707200000000006
tt1533013,Beautiful Boy,6.6,6.839199999999996
tt18252340,Carnifex,4.7,4.043200000000001
tt0435770,The Visitation,5.1,4.062800000000009
tt2933544,5 Flights Up,6.2,6.18859999999999
tt1159721,Order of Chaos,4.5,3.6375999999999964
tt2093977,Crush,5.6,5.2446000000000055
tt11058930,Kandisha,5.4,5.041200000000011
tt1024744,I Come with the Rain,5.3,6.326800000000012
tt7336572,Big Brother,6.3,5.7234
tt0244479,Dark Blue World,7.1,6.971399999999997
tt0417229,Venky,7.4,6.634600000000006
tt0359045,Bear Cub,7.1,5.855199999999996
tt2309021,We Are What We Are,5.9,5.436799999999998
tt2933004,Panama,5.4,5.499800000000003
tt0400585,Vettam,7.1,5.117399999999998
tt3461252,The Blue Elephant,8.0,7.66159999999999
tt1156173,Vincere,6.8,6.929599999999999
tt1997291,Penniless,6.3,6.320200000000012
tt2490326,Cooties,5.7,5.856999999999996
tt1797504,I Want You,6.8,6.483800000000003
tt10796286,Dear Comrades!,7.4,6.945199999999991
tt17024450,The Equalizer 3,6.8,6.41139999999999
tt2452150,Respect,6.6,6.4891999999999905
tt1161443,Friend Zone,6.1,5.919799999999983
tt3297330,Good Kill,6.4,6.464200000000001
tt5030452,Don't Talk to Irene,6.4,6.05340000000002
tt4181158,"Hello, Goodbye and Everything in Between",5.1,6.047399999999997
tt7838252,K.G.F: Chapter 1,8.2,8.068799999999966
tt3970854,The Perfect Dictatorship,7.2,6.592599999999986
tt13063384,Burial,5.0,4.816799999999999
tt7830014,What Breaks the Ice,5.4,5.591200000000012
tt2121377,The Rise & Fall of a White Collar Hooligan,5.2,4.531200000000003
tt1035730,A Woman in Berlin,7.0,6.709999999999986
tt1166085,120,7.2,7.021600000000008
tt0353489,Ginger Snaps 2: Unleashed,6.4,5.141400000000002
tt2659414,Miracle in Cell No. 7,8.1,7.210599999999999
tt0468492,The Host,7.1,6.802799999999994
tt6749318,Speed Kills,4.3,5.2091999999999965
tt1555149,Elite Squad 2: The Enemy Within,8.0,7.215000000000002
tt0808506,The Girl Who Leapt Through Time,7.7,6.264600000000002
tt1479269,Black Heaven,5.5,6.712799999999994
tt1393000,Wrong Turn at Tahoe,6.0,5.813600000000006
tt0465967,Dobrinya and the Dragon,7.0,6.119599999999987
tt1020972,Blind Mountain,7.5,7.254799999999985
tt4466864,The New Adventures of Aladdin,4.8,4.979400000000001
tt9784456,The Kissing Booth 2,5.7,5.502999999999995
tt4007558,Shaandaar,3.6,7.355200000000017
tt1646974,The Names of Love,7.1,6.939999999999987
tt1844678,Nothing,6.8,6.258999999999989
tt0259446,My Big Fat Greek Wedding,6.6,6.0776
tt0402912,Che ne sarà di noi,5.8,5.992600000000001
tt2248739,Departure,6.7,6.533799999999975
tt3478962,My King,7.1,6.71899999999998
tt1981080,Tai Chi Zero,6.0,6.173999999999998
tt1833647,Avé,6.8,6.76900000000003
tt4662396,Sable,3.8,4.780800000000002
tt0855895,Private Property,6.8,6.452799999999998
tt2828840,Fists of Legend,6.7,6.057600000000005
tt7394636,Unforgiven,6.5,6.0798000000000085
tt1712578,The Devil's Rock,5.7,4.925799999999998
tt2191888,Proxy,5.7,5.462199999999989
tt4415326,Kaaki Sattai,5.8,5.836999999999992
tt1488606,Triple Frontier,6.5,6.1463999999999865
tt0808265,The Ferryman,4.7,4.285799999999992
tt0454457,Frostbitten,5.5,5.190199999999995
tt8348022,Skin Walker,4.1,4.450600000000006
tt1979172,A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman,5.8,5.676400000000005
tt9514970,Sons of Denmark,6.4,6.33840000000002
tt2552394,Barney Thomson,6.2,5.612200000000002
tt3720724,Requirements to Be a Normal Person,6.4,5.639400000000001
tt2072241,Stockholm East,6.2,5.810199999999994
tt10620868,#Alive,6.3,5.874199999999984
tt2216856,The Hidden Child,6.0,5.363
tt12915716,Adipurush,2.7,6.431599999999998
tt5715874,The Killing of a Sacred Deer,7.0,7.046
tt4123650,Alterscape,4.3,4.155999999999987
tt0206113,Madison,6.3,5.482399999999985
tt1822255,My Best Enemy,6.7,6.946400000000019
tt0248408,Manitou's Shoe,6.7,5.171199999999993
tt1650393,C.O.G.,5.6,5.828400000000006
tt0357277,Elektra,4.7,5.769400000000004
tt6490394,Jellyfish,7.2,7.099399999999963
tt14670276,Lekh,7.5,6.6424
tt0259324,Ghost Rider,5.3,6.415399999999995
tt0423310,Syrian Bride,7.4,6.680999999999981
tt0928375,Legend of the Bog,3.1,5.222
tt0479537,Seraphim Falls,6.6,6.286399999999996
tt0403692,Woman Is the Future of Man,6.4,7.0423999999999705
tt5462602,The Big Sick,7.5,7.190199999999998
tt17501658,Antakshari,6.6,6.486400000000003
tt6354784,The Hungry,7.0,6.1412
tt6294892,Awakening the Zodiac,4.8,5.543000000000004
tt1758595,Diana,5.6,6.249199999999996
tt0187738,Blade II,6.7,6.534200000000009
tt0305999,The Rage in Placid Lake,6.9,6.529800000000007
tt4589186,Saint Amour,6.0,6.2544000000000155
tt6515910,The Kindness of Strangers,6.5,6.83419999999999
tt3759416,Asterix and Obelix: Mansion of the Gods,6.9,6.228399999999989
tt11873440,Heropanti 2,2.4,5.283999999999999
tt27577176,Vadu Evadu,5.7,5.623399999999986
tt0195945,Next Friday,6.1,5.577800000000005
tt1127180,Drag Me to Hell,6.6,6.4358
tt5249200,Don't Come Back from the Moon,4.8,5.127199999999998
tt4427800,Walkaway Joe,5.6,5.6494
tt4532038,The War with Grandpa,5.7,5.564199999999995
tt0799991,How I Celebrated the End of the World,7.1,6.889999999999987
tt2258337,Eega,7.7,7.614999999999989
tt5804948,With Open Arms,5.5,5.589200000000004
tt7476438,14 Cameras,4.7,4.965800000000003
tt6821012,The Week Of,5.2,5.99019999999999
tt10932100,Imperfect,7.7,7.515199999999956
tt0993841,Dead Air,5.1,4.857999999999988
tt13833688,The Whale,7.7,7.55779999999999
tt1707380,Every Thing Will Be Fine,5.5,6.385799999999998
tt2964120,Wood Job!,7.5,6.656000000000008
tt1722450,Inadequate People,7.3,6.306200000000013
tt2109184,Paranormal Activity 4,4.6,5.2528
tt4818776,Lens,6.6,6.541199999999987
tt0799934,Be Kind Rewind,6.4,6.834999999999996
tt5954088,Commando 2,5.4,6.8077999999999905
tt5532280,Unearth,4.2,4.259800000000009
tt8948132,Into the Darkness,6.4,6.678400000000021
tt15816392,Monster,4.4,5.9222000000000055
tt0325191,Sabah,6.8,6.4449999999999665
tt6598072,The Ranger,5.1,5.0447999999999995
tt2378079,Scorpion in Love,5.8,6.0515999999999925
tt8028842,Spycies,5.5,5.165199999999996
tt1730768,The Zookeeper's Wife,7.0,6.837800000000013
tt8581840,Death of a Vlogger,5.6,5.167999999999991
tt8323104,Nancy Drew and the Hidden Staircase,5.7,6.237400000000009
tt5091530,M.F.A.,5.9,5.7821999999999925
tt7433762,Innocent,6.4,6.094000000000006
tt1054606,The Imaginarium of Doctor Parnassus,6.8,6.6746000000000025
tt4629032,The Dawns Here Are Quiet...,6.7,6.406199999999987
tt9343826,Ananthu v/s Nusrath,7.4,6.810600000000023
tt10441958,How to Be a Good Wife,5.8,6.478800000000005
tt15789492,Infiesto,5.6,5.796200000000015
tt1296869,The Keeper,5.0,4.697000000000001
tt4400994,The Ballad of Lefty Brown,6.3,5.500199999999997
tt1191138,Thoda Pyaar Thoda Magic,5.0,5.773600000000007
tt27490380,13 Bombs,6.7,6.522200000000002
tt2009606,Believe,5.7,5.6811999999999925
tt1211890,Middle of Nowhere,6.6,6.979999999999993
tt1139085,1612: Khroniki smutnogo vremeni,5.6,6.432199999999996
tt3859980,Mohenjo Daro,5.6,6.540600000000005
tt0825236,Caramel,7.1,7.099600000000012
tt2644714,Badges of Fury,4.5,5.673600000000014
tt2113820,Walesa: Man of Hope,6.5,7.138600000000013
tt10096842,False Positive,4.6,4.957199999999998
tt0445620,Paradise Now,7.4,7.204799999999989
tt1632708,Friends with Benefits,6.5,6.747799999999986
tt2725076,Two Ways Home,5.9,6.047400000000003
tt3045616,Mortdecai,5.5,5.628800000000007
tt11253090,Annaatthe,4.0,5.6982000000000035
tt5122374,Tini: The New Life of Violetta,5.3,6.0666
tt1843880,Code Blue,5.5,3.871399999999999
tt21399082,The Lake,3.8,5.19919999999999
tt9537346,Ardaas Karaan,7.2,6.668199999999991
tt2576852,The Tale of The Princess Kaguya,8.0,7.585400000000004
tt0316654,Spider-Man 2,7.5,7.200800000000005
tt7183578,Project Gutenberg,6.8,6.744999999999992
tt0426075,Lakeer: Forbidden Lines,4.7,5.0248
tt1705134,State of Emergency,5.2,4.314600000000011
tt1622991,Infected,2.7,4.291400000000001
tt0327084,Over the Hedge,6.7,6.381599999999998
tt4538670,In Full Bloom,5.7,5.607199999999984
tt11952606,Easter Sunday,5.3,4.330199999999995
tt2137241,Rock on 2,4.9,7.482600000000001
tt0150021,Camouflage,4.5,5.583599999999993
tt5842616,Veere Di Wedding,3.3,5.306400000000001
tt6385952,Volition,5.6,5.534999999999998
tt1847713,The Guillotines,4.8,6.688600000000003
tt4991652,Camino,4.9,5.965999999999989
tt0256259,Pauline and Paulette,7.0,6.588000000000003
tt5045746,Buoyancy,7.3,7.266400000000035
tt7545524,Ben Is Back,6.7,6.790200000000002
tt14195192,Puzhu,6.3,6.274599999999991
tt0369738,Moscow Heat,2.5,4.962599999999997
tt1245112,[Rec]²,6.5,6.033999999999992
tt14550642,The Cellar,5.3,4.813200000000008
tt9638668,Single Street,6.1,5.753799999999995
tt2199448,Fair Play,6.8,6.782599999999977
tt5472758,Happy Bhaag Jayegi,6.4,5.6082000000000045
tt3040964,The Jungle Book,7.4,7.417399999999992
tt1071804,Ink,6.8,6.541399999999979
tt0269410,Jönssonligan spelar högt,4.6,4.770999999999993
tt1853739,You're Next,6.6,6.249399999999989
tt2182237,The Dead Have It Easy,6.2,5.6186
tt12989912,Ultrasound,5.8,5.615000000000003
tt7179784,Irumbu Thirai,7.6,6.447999999999999
tt0472205,Watching the Detectives,6.2,6.3928
tt0357111,RRRrrrr!!!,5.8,6.117399999999998
tt13623916,Toolsidas Junior,7.4,7.1990000000000345
tt2081259,Heart Broken,5.6,5.6657999999999795
tt4827558,High Life,5.8,5.809800000000004
tt5457926,Blood Child,4.1,3.884399999999983
tt4154664,Captain Marvel,6.8,6.8464
tt1150946,Krishnarjuna,4.1,6.8978000000000055
tt0494238,Inkheart,6.1,5.961199999999996
tt2261434,A Five Star Life,6.3,6.229200000000009
tt13389730,Simone: Woman of the Century,6.8,6.299799999999983
tt0469443,Izzat,6.3,6.105599999999991
tt5932728,The Professor and the Madman,7.2,6.662599999999996
tt0802948,An American Crime,7.2,6.8395999999999955
tt1602476,Badmaash Company,6.1,6.62939999999998
tt0319836,The Clay Bird,8.4,8.35820000000002
tt0327679,Ella Enchanted,6.3,5.914599999999991
tt0326965,In My Sleep,5.5,5.365399999999995
tt3029558,Rurouni Kenshin Part II: Kyoto Inferno,7.5,7.165000000000002
tt1093908,Confessions of a Shopaholic,5.8,6.2435999999999945
tt6222118,The Doorman,4.7,5.220599999999994
tt0364621,Qayamat: City Under Threat,4.8,5.282599999999991
tt0356614,Foolproof,6.4,6.431199999999985
tt1567437,The Voices,6.3,6.06779999999999
tt5741902,Midnight Diner 2,7.4,7.1170000000000035
tt0444840,Humko Deewana Kar Gaye,5.2,6.255399999999999
tt11145118,Creed III,6.7,7.107200000000023
tt1640718,Kahlil Gibran's The Prophet,7.0,6.505999999999991
tt0184791,O,6.1,5.457000000000001
tt23897324,Lucky Lakshman,6.2,6.059399999999992
tt26067432,Wil,6.9,6.866000000000007
tt6984258,The Amityville Murders,4.7,4.377800000000004
tt0473700,September Dawn,5.8,5.8570000000000135
tt10778840,Dwitiyo Purush,6.1,6.959400000000011
tt1727497,Control,6.3,6.756999999999998
tt0451176,Quinceañera,6.9,6.84280000000002
tt1176954,Eldorado,6.6,6.185599999999995
tt2219514,Fill the Void,6.7,6.625399999999965
tt0804516,P2,5.9,5.841599999999997
tt7657566,Death on the Nile,6.3,6.752599999999995
tt0363780,Lymelife,6.8,6.109199999999997
